INPUT-#Scan#	INPUT-SpectrumID	INPUT-Compound_Name	INPUT-InChIKey-Planar	Tag_Status1	Action1	Add_InCHIKey-Planar	Cannot_Add_InChIKey-Planar	Tag_Status2	Action2	Add_Tag1	Add_Tag2	Add_Tag3	Contribute-NCBITaxonomy1	Contribute-NCBITaxonomy2	Contribute-NCBITaxonomy3	Contribute-UBERONTag1	Contribute-UBERONTag2	Contribute-UBERONTag3	Contribute-LifestyleTag1	Contribute-LifestyleTag2	Contribute-LifestyleTag3	Current_Tags	Current_NCBITaxonomy	Current_UBERON	Current_Lifestyle
343466	CCMSLIB00004711290	[3,4-dihydroxy-6-[5-hydroxy-2-(4-hydroxyphenyl)-4-oxo-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-3-yl]oxy-5-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]methyl acetate	HRRAIHOSJIFLNS	Tags Missing	Add Tags																				
27178	CCMSLIB00003134812	Spectral Match to 9(10)-EpOME from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	FBUKMFOXMZRGRB		Tags Present	Check Current Tags and Add if Incomplete													human|mice			
70453	CCMSLIB00000850410	NCGC00347827-02_C20H20O4_6H-Benzofuro[3,2-c][1]benzopyran-3,9-diol, 6a,11a-dihydro-2-(3-methyl-2-buten-1-yl)-, (6aR,11aR)-	CYXCYFYWIZXENQ	Tags Missing	Add Tags																				
107713	CCMSLIB00003335239	1-Linoleoylglycerol	WECGLUPZRHILCT	Tags Present	Check Current Tags and Add if Incomplete																	plant			
289740	CCMSLIB00003135890	Spectral Match to Decaethylene glycol tridecyl ether from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
25423	CCMSLIB00003406734	19-Norepiandrosterone	UOUIARGWRPHDBX	Tags Present	Check Current Tags and Add if Incomplete																	food			
29697	CCMSLIB00003138495	Spectral Match to Conjugated linoleic Acid (10E,12Z) from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	GKJZMAHZJGSBKD		Tags Present	Check Current Tags and Add if Incomplete													naturalproduct|food			
248062	CCMSLIB00003134510	Spectral Match to 1-Hexadecanoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
334136	CCMSLIB00003139260	Spectral Match to 1,2-Di-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	MWRBNPKJOOWZPW		Tags Missing	Add Tags																
160201	CCMSLIB00000078911	Nobiletin	MRIAQLRQZPPODS	Tags Present	Check Current Tags and Add if Incomplete																	food			food consumption_citrus
249913	CCMSLIB00003267843	1-Oleoyl-sn-glycero-3-phosphocholine	YAMUFBLWGFFICM	Tags Present	Check Current Tags and Add if Incomplete																	dissolvedorganicmatter_water_saline			
114335	CCMSLIB00000081802	sucrose	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	CZMRCDWAGMRECN		Tags Present	Check Current Tags and Add if Incomplete													food			
424	CCMSLIB00003713109	Phloretin	VGEREEWJJVICBM	Tags Present	Check Current Tags and Add if Incomplete																	food			food consumption_fruits
315812	CCMSLIB00003268536	1-Palmitoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine	FHQVHHIBKUMWTI	Tags Missing	Add Tags																				
222344	CCMSLIB00003267907	1-Oleoyl-sn-glycero-3-phosphoethanolamine	PYVRVRFVLRNJLY	Tags Missing	Add Tags																				
317292	CCMSLIB00003561499	1,2-Dioleoyl-sn-glycero-3-phosphate	MHUWZNTUIIFHAS	Tags Missing	Add Tags																				
112725	CCMSLIB00003406094	4',5,7-Trihydroxy 3,6,8-trimethoxyflavone	KHZSFBNUQVEEQR	Tags Missing	Add Tags																				
233305	CCMSLIB00003140032	Spectral Match to Lyso-PC(16:0) from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
233196	CCMSLIB00005465787	"2-((4R)-4-((5R,7R,8R,9S,10S,12S,13R,17R)-7,12-dihydroxy-10,13-dimethyl-3-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid"	VOUKAYFXXSUOGA	Tags Missing	Add Tags																				
92398	CCMSLIB00000847762	NCGC00347864-02!5-[6-(3-hydroxy-4-methoxyphenyl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-3-yl]-2-methoxyphenol	VRHZMFGDDGFRLP	Tags Missing	Add Tags																				
345146	CCMSLIB00003173853	1,2-dioleoyl-sn-glycero-3-phosphatidylcholine	SNKAWJBJQDLSFF	Tags Missing	Add Tags																				
220454	CCMSLIB00000845585	NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid	VJQANBSDAGCDJE	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct			
26419	CCMSLIB00000841836	MassbankEU:SM850301 Sulfamethazine|4-amino-N-(4,6-dimethylpyrimidin-2-yl)benzenesulfonamide	ASWVTGNCAZCNNR	Tags Present	Check Current Tags and Add if Incomplete																	MS_internal_standard			
636	CCMSLIB00003135556	Spectral Match to Coniferyl aldehyde from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	DKZBBWMURDFHNE		Tags Missing	Add Tags	food_source_plant															
322608	CCMSLIB00003266397	2-Arachidonoyl-1-palmitoyl-sn-glycero-3-phosphoethanolamine	DRIVXEVMDWCWLI	Tags Missing	Add Tags																				
117088	CCMSLIB00005467655	1-beta-D-Glucopyranosyl-L-tryptophan	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	ZHBHZDMTVVJASV		Tags Present	Check Current Tags and Add if Incomplete													naturalproduct			
36187	CCMSLIB00000212946	Massbank:EA295704 Myclobutanil|MYC|2-(4-chlorophenyl)-2-(1,2,4-triazol-1-ylmethyl)hexanenitrile	HZJKXKUJVSEEFU	Tags Present	Check Current Tags and Add if Incomplete																	biocide_antimicrobial|environmental			
159608	CCMSLIB00000848427	NCGC00384968-02!7-[(2,6-dihydroxy-2,5,5,8a-tetramethyl-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl)methoxy]chromen-2-one	WNANPKYNOALKIV	Tags Present	Check Current Tags and Add if Incomplete																	food			
284109	CCMSLIB00000848143	NCGC00385510-01![(2S,3R,4S,5R,6R)-2-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl] 3,4,5-trihydroxybenzoate	PXGWEUQZDRUMRE	Tags Present	Check Current Tags and Add if Incomplete																	food			
338513	CCMSLIB00003268175	1,2-Dilinoleoyl-sn-glycero-3-phosphocholine	FVXDQWZBHIXIEJ	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct			
315833	CCMSLIB00003135617	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
147900	CCMSLIB00000851547	NCGC00169491-03_C19H30O8_2-Cyclohexen-1-one, 4-[(1E)-3-(beta-D-glucopyranosyloxy)-1-buten-1-yl]-4-hydroxy-3,5,5-trimethyl-, (4S)-	SWYRVCGNMNAFEK	Tags Present	Check Current Tags and Add if Incomplete																	food			plant-based chemical exposure
21939	CCMSLIB00003495199	2.alpha.-Methyl-5.alpha.-androstan-3.alpha.-ol-17-one	FDGQIVOIHOIMNK	Tags Missing	Add Tags																				
1877	CCMSLIB00003388854	Sedanolide	CTMNHOOSFSITGN	Tags Missing	Add Tags																				
320215	CCMSLIB00003721558	N-(Octadecanoyl)sphing-4-enine-1-phosphocholine	LKQLRGMMMAHREN	Tags Missing	Add Tags																				
107723	CCMSLIB00003335239	1-Linoleoylglycerol	WECGLUPZRHILCT	Tags Present	Check Current Tags and Add if Incomplete																	plant			
200368	CCMSLIB00003411701	L-Arachidonoylcarnitine	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	SEXHTZQULWPHBX		Tags Present	Check Current Tags and Add if Incomplete													human	9606|Homo sapiens		
107926	CCMSLIB00003138475	Spectral Match to 1-Linoleoylglycerol from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	WECGLUPZRHILCT		Tags Present	Check Current Tags and Add if Incomplete													plant			
149505	CCMSLIB00003219656	Trp-Gly-Lys	WLBZWXXGSOLJBA	Tags Missing	Add Tags																				
184364	CCMSLIB00003391485	Erythrodiol	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	PSZDOEIIIJFCFE		Tags Present	Check Current Tags and Add if Incomplete													food|plant			food consumption_olive oil
34243	CCMSLIB00005436045	Coclaurine	LVVKXRQZSRUVPY	Tags Missing	Add Tags																				
4780	CCMSLIB00003460410	Pantothenic acid	GHOKWGTUZJEAQD	Tags Present	Check Current Tags and Add if Incomplete																	food|vitamin|naturalproduct_plant			
275403	CCMSLIB00003521895	Pheophorbide a	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	RKEBXTALJSALNU		Tags Missing	Add Tags																
231742	CCMSLIB00000855169	NCGC00169655-02_C21H30O12_4-Allyl-2-(beta-D-glucopyranosyloxy)phenyl beta-D-glucopyranoside	SFQLDKSMEHBZRN	Tags Missing	Add Tags																				
345700	CCMSLIB00000852493	NCGC00385211-01_C42H66O14_Olean-12-en-28-oic acid, 3-[(3-O-beta-D-glucopyranosyl-beta-D-glucopyranuronosyl)oxy]-, (3beta)-	BQPYEFAVIPEQIK	Tags Missing	Add Tags																				
112968	CCMSLIB00000851552	NCGC00180203-02_C21H28O5_(5xi,6beta,7alpha)-11,12-Dihydroxy-7-methoxy-6,20-epoxyabieta-8,11,13-trien-20-one	XNPVHIQPSAZTLC	Tags Missing	Add Tags																				
320384	CCMSLIB00003134851	Spectral Match to 1-(9Z-Octadecenoyl)-2-tetradecanoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
112041	CCMSLIB00004691647	isomaltulose	PVXPPJIGRGXGCY	Tags Missing	Add Tags																				
112101	CCMSLIB00004691647	isomaltulose	PVXPPJIGRGXGCY	Tags Missing	Add Tags																				
338293	CCMSLIB00005721363	NCGC00321441-02!7-[(6-hydroxy-2,5,5,8a-tetramethyl-1,4,4a,6,7,8-hexahydronaphthalen-1-yl)methoxy]chromen-2-one [IIN-based on: CCMSLIB00000845968]	MCTDXPDDZLFJHR	Tags Present	Check Current Tags and Add if Incomplete																	food			
39821	CCMSLIB00000210806	Massbank:EA277006 Aspartame|3-amino-4-[(1-benzyl-2-keto-2-methoxy-ethyl)amino]-4-keto-butyric acid	IAOZJIPTCAWIRG	Tags Present	Check Current Tags and Add if Incomplete																	food|food_additive			food consumption_sweeteners
72119	CCMSLIB00003138054	Spectral Match to Triphenyl phosphate from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
357126	CCMSLIB00000850789	NCGC00384682-01_C48H78O18_1-O-[(3beta)-3-{[3-O-(beta-D-Galactopyranosyl)-beta-D-glucopyranosyl]oxy}-28-oxoolean-12-en-28-yl]-beta-D-glucopyranose	MHCDFIFLMYBWIV	Tags Missing	Add Tags																				
107986	CCMSLIB00003138475	Spectral Match to 1-Linoleoylglycerol from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	WECGLUPZRHILCT		Tags Present	Check Current Tags and Add if Incomplete													plant			
107443	CCMSLIB00004711026	2-(hydroxymethyl)-6-(6-hydroxy-6-methyl-3-propan-2-ylcyclohex-3-en-1-yl)oxyoxane-3,4,5-triol	DIPALNDKWHCLEA	Tags Missing	Add Tags																				
75914	CCMSLIB00000849193	NCGC00017337-18_C18H27NO3_6-Nonenamide, N-[(4-hydroxy-3-methoxyphenyl)methyl]-8-methyl-, (6E)-	YKPUWZUDDOIDPM	Tags Present	Check Current Tags and Add if Incomplete																	food|naturalproduct|plant|drug			food consumption_flavouring|food consumption_spices|pain
172737	CCMSLIB00003326993	1-Oleoyl-L-.alpha.-lysophosphatidic acid	WRGQSWVCFNIUNZ	Tags Missing	Add Tags																				
337735	CCMSLIB00003089280	PC(18:2/18:3); [M+H]+ C44H79N1O8P1	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
339534	CCMSLIB00003501106	Arachidonoylthiophosphorylcholine	YDSCLGYBUIDZNF	Tags Missing	Add Tags																				
110641	CCMSLIB00003138917	Spectral Match to Monoelaidin from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
23418	CCMSLIB00005463721	sphingosin C16 (Artifact)-emf	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
27285	CCMSLIB00003134774	Spectral Match to Pinolenic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	HXQHFNIKBKZGRP		Tags Present	Check Current Tags and Add if Incomplete													food|plant			food consumption_pine nuts
325401	CCMSLIB00003136030	Spectral Match to 1-Stearoyl-2-linoleoyl-sn-glycero-3-phosphoethanolamine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	YDTWOEYVDRKKCR		Tags Missing	Add Tags																
325249	CCMSLIB00005436337	(2-aminoethoxy)[2-[octadeca-9,12-dienoyloxy]-3-(octadecanoyloxy)propoxy]phosphinic acid	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
335777	CCMSLIB00003092149	PE(P-18:1/22:6); [M+H]+ C45H77N1O7P1	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
281729	CCMSLIB00003302798	Dilinolenin (9c,12c,15c)	RAPBJBKXYYMYAY	Tags Missing	Add Tags																				
249925	CCMSLIB00003267843	1-Oleoyl-sn-glycero-3-phosphocholine	YAMUFBLWGFFICM	Tags Present	Check Current Tags and Add if Incomplete																	dissolvedorganicmatter_water_saline			
116989	CCMSLIB00005467655	1-beta-D-Glucopyranosyl-L-tryptophan	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	ZHBHZDMTVVJASV		Tags Present	Check Current Tags and Add if Incomplete													naturalproduct			
16424	CCMSLIB00003736382	Glu-Leu	YBAFDPFAUTYYRW	Tags Missing	Add Tags																				
107825	CCMSLIB00003138475	Spectral Match to 1-Linoleoylglycerol from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	WECGLUPZRHILCT		Tags Present	Check Current Tags and Add if Incomplete													plant			
80386	CCMSLIB00003622278	Tricin	HRGUSFBJBOKSML	Tags Present	Check Current Tags and Add if Incomplete																	food			
329589	CCMSLIB00003135073	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
326894	CCMSLIB00003114947	PC(16:0/17:0); [M+H]+ C41H83N1O8P1	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
99431	CCMSLIB00000853246	NCGC00169449-02_C15H22O8_beta-D-Glucopyranoside, 4-(2-hydroxyethyl)-2-methoxyphenyl	ZZDVZVBAZHPHLY	Tags Missing	Add Tags																				
232005	CCMSLIB00004678894	dimethoxy-myricetin-O-deoxyhexoside	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
107708	CCMSLIB00003138475	Spectral Match to 1-Linoleoylglycerol from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	WECGLUPZRHILCT		Tags Present	Check Current Tags and Add if Incomplete													plant			
225897	CCMSLIB00003140187	Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
322926	CCMSLIB00003266397	2-Arachidonoyl-1-palmitoyl-sn-glycero-3-phosphoethanolamine	DRIVXEVMDWCWLI	Tags Missing	Add Tags																				
249950	CCMSLIB00003267843	1-Oleoyl-sn-glycero-3-phosphocholine	YAMUFBLWGFFICM	Tags Present	Check Current Tags and Add if Incomplete																	dissolvedorganicmatter_water_saline			
107737	CCMSLIB00003138475	Spectral Match to 1-Linoleoylglycerol from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	WECGLUPZRHILCT		Tags Present	Check Current Tags and Add if Incomplete													plant			
322766	CCMSLIB00003266413	2-Arachidonoyl-1-palmitoyl-sn-glycero-3-phosphoethanolamine	DRIVXEVMDWCWLI	Tags Missing	Add Tags																				
157134	CCMSLIB00003718148	.beta.-Sitosterol	KZJWDPNRJALLNS	Tags Present	Check Current Tags and Add if Incomplete																	food			
105903	CCMSLIB00003302706	Monolinolenin (9c,12c,15c)	GGJRAQULURVTAJ	Tags Missing	Add Tags																				
157226	CCMSLIB00003718147	.beta.-Sitosterol	KZJWDPNRJALLNS	Tags Present	Check Current Tags and Add if Incomplete																	food			
27032	CCMSLIB00003134722	Spectral Match to 9(10)-EpOME from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	FBUKMFOXMZRGRB		Tags Present	Check Current Tags and Add if Incomplete													human|mice			
263782	CCMSLIB00000854041	NCGC00385685-01_C23H34O14_(2E)-3-[4-(beta-D-Glucopyranosyloxy)-3,5-dimethoxyphenyl]-2-propen-1-yl beta-D-glucopyranoside	RYVGCUJETSKZDU	Tags Missing	Add Tags																				
22374	CCMSLIB00000210289	Massbank:EA270105 10,11-trans-Dihydroxy-10,11-dihydrocarbamazepine|(5S,6S)-5,6-bis(oxidanyl)-5,6-dihydrobenzo[b][1]benzazepine-11-carboxamide	PRGQOPPDPVELEG	Tags Present	Check Current Tags and Add if Incomplete																	drug|drug_metabolite			
22218	CCMSLIB00003627123	Fustin	FNUPUYFWZXZMIE	Tags Present	Check Current Tags and Add if Incomplete																	food			
314709	CCMSLIB00003703747	2-Linoleoyl-1-palmitoyl-sn-glycero-3-phosphoethanolamine	HBZNVZIRJWODIB	Tags Missing	Add Tags																				
147720	CCMSLIB00003138746	Spectral Match to Phenaceturic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
29397	CCMSLIB00003138495	Spectral Match to Conjugated linoleic Acid (10E,12Z) from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	GKJZMAHZJGSBKD		Tags Present	Check Current Tags and Add if Incomplete													naturalproduct|food			
26442	CCMSLIB00000223720	Massbank:UF409901 Sulfamethazine|Sulfadimidin|4-amino-N-(4,6-dimethyl-2-pyrimidinyl)benzenesulfonamide	ASWVTGNCAZCNNR	Tags Present	Check Current Tags and Add if Incomplete																	MS_internal_standard			
322848	CCMSLIB00003266413	2-Arachidonoyl-1-palmitoyl-sn-glycero-3-phosphoethanolamine	DRIVXEVMDWCWLI	Tags Missing	Add Tags																				
1442	CCMSLIB00003420351	8-Hydroxyquinoline-5-carboxylic acid	JGRPKOGHYBAVMW	Tags Missing	Add Tags																				
37872	CCMSLIB00003213013	PyroGlu-Tyr	ILJOYLTXYCZXTB	Tags Missing	Add Tags																				
314796	CCMSLIB00003137688	Spectral Match to 2-Linoleoyl-1-palmitoyl-sn-glycero-3-phosphoethanolamine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	HBZNVZIRJWODIB		Tags Missing	Add Tags																
205785	CCMSLIB00003577663	Withanolide B	ZTEVDTFJUUJBLP	Tags Present	Check Current Tags and Add if Incomplete																	food			
117025	CCMSLIB00005467655	1-beta-D-Glucopyranosyl-L-tryptophan	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	ZHBHZDMTVVJASV		Tags Present	Check Current Tags and Add if Incomplete													naturalproduct			
114358	CCMSLIB00003644592	Melibiose	AYRXSINWFIIFAE	Tags Missing	Add Tags																				
213582	CCMSLIB00005436329	2-hydroxy-3-(2-hydroxyacetoxy)propyl palmitate	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
337557	CCMSLIB00003138768	Spectral Match to 1,2-Di-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	XXKFQTJOJZELMD		Tags Missing	Add Tags																
335570	CCMSLIB00003313799	1-(1Z-Octadecenyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine	DSWOVBIRJNAJAF	Tags Missing	Add Tags																				
1616	CCMSLIB00003574821	Diffractaic acid	MIJKZXWOOXIEEU	Tags Present	Check Current Tags and Add if Incomplete																	food			
29081	CCMSLIB00003136757	Spectral Match to .alpha.-L-Asp-L-Phe from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
157295	CCMSLIB00003718147	.beta.-Sitosterol	KZJWDPNRJALLNS	Tags Present	Check Current Tags and Add if Incomplete																	food			
157196	CCMSLIB00003718147	.beta.-Sitosterol	KZJWDPNRJALLNS	Tags Present	Check Current Tags and Add if Incomplete																	food			
29462	CCMSLIB00003138495	Spectral Match to Conjugated linoleic Acid (10E,12Z) from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	GKJZMAHZJGSBKD		Tags Present	Check Current Tags and Add if Incomplete													naturalproduct|food			
17386	CCMSLIB00004708032	9-(2,3-dihydroxypropoxy)-9-oxononanoic acid	BQRISQXLSXCXSC	Tags Missing	Add Tags																				
325740	CCMSLIB00003268493	1,2-Dioleoyl-sn-glycero-3-phosphoethanolamine	MWRBNPKJOOWZPW	Tags Missing	Add Tags																				
75294	CCMSLIB00005722512	NCGC00015645-08!N-[(4-hydroxy-3-methoxyphenyl)methyl]-8-methylnonanamide [IIN-based on: CCMSLIB00000848580]	XJQPQKLURWNAAH	Tags Present	Check Current Tags and Add if Incomplete																	food			food consumption_spices
320766	CCMSLIB00003582211	1,2-Dipalmitoyl-sn-glycero-O-ethyl-3-phosphatidylcholine cation	VBZSUWNESITEBV	Tags Missing	Add Tags																				
25399	CCMSLIB00003431182	9-Oxo-10(E),12(E)-octadecadienoic acid	LUZSWWYKKLTDHU	Tags Present	Check Current Tags and Add if Incomplete																	human|mice		blood plasma	
323324	CCMSLIB00003268551	1-Palmitoyl-2-oleoyl-sn-glycero-3-phosphoethanolamine	FHQVHHIBKUMWTI	Tags Missing	Add Tags																				
